Model,DPO2024
Firmware Version,1.25

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,2e-05,
Sample Interval,2e-09,
Filter Frequency,2e+08,
Record Length,100000,
Gating,0.0% to 100.0%,
Probe Attenuation,10,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,50,
Label,,
TIME,CH1,CH1 Peak Detect
-1.09440e-05,-0.999997,-3
-1.09420e-05,-0.999997,-0.999997
-1.09400e-05,-0.999997,-0.999997
-1.09380e-05,-0.999997,-0.999997
-1.09360e-05,-3,-3
-1.09340e-05,-3,-3
-1.09320e-05,-3,-3
-1.09300e-05,-3,-3
-1.09280e-05,-0.999997,-3
-1.09260e-05,-0.999997,-0.999997
-1.09240e-05,-0.999997,-0.999997
-1.09220e-05,-0.999997,-0.999997
-1.09200e-05,-0.999997,-3
-1.09180e-05,-3,-0.999997
-1.09160e-05,-3,-3
-1.09140e-05,-3,-0.999997
-1.09120e-05,-3,-3
-1.09100e-05,-3,-0.999997
-1.09080e-05,-3,-3
-1.09060e-05,-3,-0.999997
-1.09040e-05,-3,-3
-1.09020e-05,-0.999997,-0.999997
-1.09000e-05,-0.999997,-0.999997
-1.08980e-05,-0.999997,-0.999997
-1.08960e-05,-3,-3
-1.08940e-05,-3,-3
-1.08920e-05,-3,-3
-1.08900e-05,-0.999997,-0.999997
-1.08880e-05,-0.999997,-3
-1.08860e-05,-0.999997,-0.999997
-1.08840e-05,-0.999997,-3
-1.08820e-05,-3,-0.999997
-1.08800e-05,-3,-3
-1.08780e-05,-3,-0.999997
-1.08760e-05,-3,-3
-1.08740e-05,-0.999997,-0.999997
-1.08720e-05,-0.999997,-3
-1.08700e-05,-3,-0.999997
-1.08680e-05,-0.999997,-0.999997
-1.08660e-05,-0.999997,-0.999997
-1.08640e-05,-0.999997,-0.999997
-1.08620e-05,-0.999997,-0.999997
-1.08600e-05,-0.999997,-3
-1.08580e-05,-3,-0.999997
-1.08560e-05,-3,-3
-1.08540e-05,-3,-3
-1.08520e-05,-3,-3
-1.08500e-05,-0.999997,-0.999997
-1.08480e-05,-0.999997,-0.999997
-1.08460e-05,-0.999997,-0.999997
-1.08440e-05,-3,-3
-1.08420e-05,-3,-3
-1.08400e-05,-0.999997,-3
-1.08380e-05,-3,-0.999997
-1.08360e-05,-0.999997,-3
-1.08340e-05,-0.999997,-0.999997
-1.08320e-05,-3,-3
-1.08300e-05,-3,-3
-1.08280e-05,-3,-3
-1.08260e-05,-3,-3
-1.08240e-05,-3,-3
-1.08220e-05,-3,-0.999997
-1.08200e-05,-3,-3
-1.08180e-05,-0.999997,-0.999997
-1.08160e-05,-0.999997,-3
-1.08140e-05,-3,-0.999997
-1.08120e-05,-3,-3
-1.08100e-05,-3,-3
-1.08080e-05,-3,-3
-1.08060e-05,-3,-3
-1.08040e-05,-3,-3
-1.08020e-05,-3,-0.999997
-1.08000e-05,-0.999997,-3
-1.07980e-05,-3,-0.999997
-1.07960e-05,-0.999997,-3
-1.07940e-05,-3,-0.999997
-1.07920e-05,-3,-3
-1.07900e-05,-3,-3
-1.07880e-05,-3,-3
-1.07860e-05,-3,-3
-1.07840e-05,-3,-3
-1.07820e-05,-0.999997,-0.999997
-1.07800e-05,-3,-3
-1.07780e-05,-3,-0.999997
-1.07760e-05,-3,-3
-1.07740e-05,-3,-0.999997
-1.07720e-05,-3,-3
-1.07700e-05,-3,-0.999997
-1.07680e-05,-3,-3
-1.07660e-05,-3,-3
-1.07640e-05,-0.999997,-0.999997
-1.07620e-05,-0.999997,-0.999997
-1.07600e-05,-3,-3
-1.07580e-05,-3,-0.999997
-1.07560e-05,-3,-3
-1.07540e-05,-3,-3
-1.07520e-05,-3,-3
-1.07500e-05,-3,-3
-1.07480e-05,-3,-3
-1.07460e-05,-3,-0.999997
-1.07440e-05,-3,-3
-1.07420e-05,-0.999997,-0.999997
-1.07400e-05,-3,-3
-1.07380e-05,-3,-0.999997
-1.07360e-05,-3,-3
-1.07340e-05,-0.999997,-0.999997
-1.07320e-05,-3,-3
-1.07300e-05,-3,-0.999997
-1.07280e-05,-3,-3
-1.07260e-05,-3,-0.999997
-1.07240e-05,-0.999997,-3
-1.07220e-05,-0.999997,-0.999997
-1.07200e-05,-0.999997,-3
-1.07180e-05,-0.999997,-0.999997
-1.07160e-05,-0.999997,-3
-1.07140e-05,-3,-0.999997
-1.07120e-05,-3,-3
-1.07100e-05,-3,-0.999997
-1.07080e-05,-3,-3
-1.07060e-05,-3,-0.999997
-1.07040e-05,-3,-3
-1.07020e-05,-3,-3
-1.07000e-05,-3,-3
-1.06980e-05,-3,-3
-1.06960e-05,-3,-5
-1.06940e-05,-5,-3
-1.06920e-05,-3,-3
-1.06900e-05,-3,-3
-1.06880e-05,-3,-3
-1.06860e-05,-3,-3
-1.06840e-05,-3,-3
-1.06820e-05,-3,-3
-1.06800e-05,-0.999997,-3
-1.06780e-05,-0.999997,-0.999997
-1.06760e-05,-3,-3
-1.06740e-05,-3,-0.999997
-1.06720e-05,-3,-3
-1.06700e-05,-0.999997,-0.999997
-1.06680e-05,-0.999997,-3
-1.06660e-05,-3,-0.999997
-1.06640e-05,-3,-3
-1.06620e-05,-3,-0.999997
-1.06600e-05,-3,-3
-1.06580e-05,-3,-3
-1.06560e-05,-3,-3
-1.06540e-05,-3,-3
-1.06520e-05,-3,-3
-1.06500e-05,-3,-3
-1.06480e-05,-3,-3
-1.06460e-05,-3,-0.999997
-1.06440e-05,-0.999997,-0.999997
-1.06420e-05,-0.999997,-0.999997
-1.06400e-05,-0.999997,-3
-1.06380e-05,-3,-0.999997
-1.06360e-05,-3,-3
-1.06340e-05,-0.999997,-0.999997
-1.06320e-05,-0.999997,-3
-1.06300e-05,-3,-0.999997
-1.06280e-05,-3,-3
-1.06260e-05,-3,-3
-1.06240e-05,-3,-3
-1.06220e-05,-3,-0.999997
-1.06200e-05,-3,-3
-1.06180e-05,-3,-0.999997
-1.06160e-05,-3,-3
-1.06140e-05,-3,-3
-1.06120e-05,-3,-3
-1.06100e-05,-0.999997,-0.999997
-1.06080e-05,-0.999997,-3
-1.06060e-05,-3,-0.999997
-1.06040e-05,-3,-3
-1.06020e-05,-3,-0.999997
-1.06000e-05,-3,-3
-1.05980e-05,-3,-0.999997
-1.05960e-05,-3,-3
-1.05940e-05,-3,-0.999997
-1.05920e-05,-0.999997,-0.999997
-1.05900e-05,-0.999997,-0.999997
-1.05880e-05,-3,-3
-1.05860e-05,-3,-0.999997
-1.05840e-05,-3,-3
-1.05820e-05,-3,-3
-1.05800e-05,-3,-3
-1.05780e-05,-3,-3
-1.05760e-05,-3,-3
-1.05740e-05,-3,-3
-1.05720e-05,-3,-3
-1.05700e-05,-3,-3
-1.05680e-05,-3,-3
-1.05660e-05,-3,-3
-1.05640e-05,-3,-3
-1.05620e-05,-0.999997,-0.999997
-1.05600e-05,-3,-3
-1.05580e-05,-3,-0.999997
-1.05560e-05,-3,-3
-1.05540e-05,-3,-0.999997
-1.05520e-05,-3,-3
-1.05500e-05,-3,-0.999997
-1.05480e-05,-3,-3
-1.05460e-05,-0.999997,-0.999997
-1.05440e-05,-0.999997,-0.999997
-1.05420e-05,-0.999997,-0.999997
-1.05400e-05,-3,-3
-1.05380e-05,-3,-0.999997
-1.05360e-05,-3,-3
-1.05340e-05,-0.999997,-0.999997
-1.05320e-05,-3,-3
-1.05300e-05,-3,-0.999997
-1.05280e-05,-3,-3
-1.05260e-05,-3,-0.999997
-1.05240e-05,-3,-3
-1.05220e-05,-3,-0.999997
-1.05200e-05,-3,-3
-1.05180e-05,-3,-0.999997
-1.05160e-05,-3,-3
-1.05140e-05,-3,-3
-1.05120e-05,-3,-3
-1.05100e-05,-3,-3
-1.05080e-05,-3,-3
-1.05060e-05,-3,-3
-1.05040e-05,-0.999997,-3
-1.05020e-05,-3,-0.999997
-1.05000e-05,-3,-3
-1.04980e-05,-3,-3
-1.04960e-05,-0.999997,-3
-1.04940e-05,-3,-0.999997
-1.04920e-05,-3,-3
-1.04900e-05,-3,-0.999997
-1.04880e-05,-3,-3
-1.04860e-05,-3,-3
-1.04840e-05,-3,-3
-1.04820e-05,-0.999997,-0.999997
-1.04800e-05,-3,-3
-1.04780e-05,-3,-0.999997
-1.04760e-05,-3,-3
-1.04740e-05,-0.999997,-0.999997
-1.04720e-05,-0.999997,-3
-1.04700e-05,-0.999997,-0.999997
-1.04680e-05,-3,-3
-1.04660e-05,-3,-0.999997
-1.04640e-05,-3,-3
-1.04620e-05,-3,-3
-1.04600e-05,-3,-3
-1.04580e-05,-3,-0.999997
-1.04560e-05,-3,-3
-1.04540e-05,-3,-0.999997
-1.04520e-05,-3,-3
-1.04500e-05,-0.999997,-0.999997
-1.04480e-05,-3,-3
-1.04460e-05,-3,-3
-1.04440e-05,-3,-3
-1.04420e-05,-0.999997,-0.999997
-1.04400e-05,-0.999997,-3
-1.04380e-05,-3,-0.999997
-1.04360e-05,-3,-3
-1.04340e-05,-3,-3
-1.04320e-05,-0.999997,-3
-1.04300e-05,-3,-0.999997
-1.04280e-05,-3,-3
-1.04260e-05,-0.999997,-0.999997
-1.04240e-05,-3,-3
-1.04220e-05,-3,-3
-1.04200e-05,-3,-3
-1.04180e-05,-0.999997,-0.999997
-1.04160e-05,-0.999997,-3
-1.04140e-05,-3,-0.999997
-1.04120e-05,-3,-3
-1.04100e-05,-3,-0.999997
-1.04080e-05,-3,-3
-1.04060e-05,-3,-0.999997
-1.04040e-05,-3,-3
-1.04020e-05,-3,-0.999997
-1.04000e-05,-3,-3
-1.03980e-05,-3,-3
-1.03960e-05,-3,-3
-1.03940e-05,-3,-3
-1.03920e-05,-3,-3
-1.03900e-05,-3,-3
-1.03880e-05,-3,-3
-1.03860e-05,-0.999997,-0.999997
-1.03840e-05,-3,-3
-1.03820e-05,-3,-0.999997
-1.03800e-05,-3,-3
-1.03780e-05,-3,-3
-1.03760e-05,-3,-3
-1.03740e-05,-3,-3
-1.03720e-05,-3,-3
-1.03700e-05,-3,-3
-1.03680e-05,-3,-3
-1.03660e-05,-3,-3
-1.03640e-05,-3,-3
-1.03620e-05,-3,-3
-1.03600e-05,-0.999997,-3
-1.03580e-05,-0.999997,-0.999997
-1.03560e-05,-3,-3
-1.03540e-05,-3,-3
-1.03520e-05,-3,-3
-1.03500e-05,-3,-3
-1.03480e-05,-3,-3
-1.03460e-05,-3,-0.999997
-1.03440e-05,-0.999997,-3
-1.03420e-05,-3,-0.999997
-1.03400e-05,-3,-3
-1.03380e-05,-0.999997,-0.999997
-1.03360e-05,-3,-3
-1.03340e-05,-3,-0.999997
-1.03320e-05,-3,-3
-1.03300e-05,-3,-3
-1.03280e-05,-3,-3
-1.03260e-05,-3,-0.999997
-1.03240e-05,-3,-3
-1.03220e-05,-3,-0.999997
-1.03200e-05,-3,-3
-1.03180e-05,-3,-3
-1.03160e-05,-0.999997,-3
-1.03140e-05,-3,-0.999997
-1.03120e-05,-0.999997,-3
-1.03100e-05,-3,-0.999997
-1.03080e-05,-3,-3
-1.03060e-05,-3,-0.999997
-1.03040e-05,-3,-3
-1.03020e-05,-3,-0.999997
-1.03000e-05,-3,-3
-1.02980e-05,-0.999997,-0.999997
-1.02960e-05,-3,-3
-1.02940e-05,-3,-3
-1.02920e-05,-3,-3
-1.02900e-05,-0.999997,-0.999997
-1.02880e-05,-0.999997,-3
-1.02860e-05,-3,-0.999997
-1.02840e-05,-3,-3
-1.02820e-05,-3,-3
-1.02800e-05,-3,-3
-1.02780e-05,-0.999997,-0.999997
-1.02760e-05,-0.999997,-0.999997
-1.02740e-05,-0.999997,-0.999997
-1.02720e-05,-0.999997,-3
-1.02700e-05,-3,-0.999997
-1.02680e-05,-3,-3
-1.02660e-05,-3,-0.999997
-1.02640e-05,-3,-3
-1.02620e-05,-0.999997,-0.999997
-1.02600e-05,-3,-3
-1.02580e-05,-0.999997,-0.999997
-1.02560e-05,-3,-3
-1.02540e-05,-3,-0.999997
-1.02520e-05,-3,-3
-1.02500e-05,-3,-0.999997
-1.02480e-05,-3,-3
-1.02460e-05,-3,-0.999997
-1.02440e-05,-3,-3
-1.02420e-05,-3,-3
-1.02400e-05,-3,-3
-1.02380e-05,-3,-0.999997
-1.02360e-05,-0.999997,-3
-1.02340e-05,-0.999997,-0.999997
-1.02320e-05,-3,-3
-1.02300e-05,-3,-3
-1.02280e-05,-3,-3
-1.02260e-05,-0.999997,-0.999997
-1.02240e-05,-0.999997,-0.999997
-1.02220e-05,-0.999997,-0.999997
-1.02200e-05,-0.999997,-0.999997
-1.02180e-05,-0.999997,-0.999997
-1.02160e-05,-0.999997,-3
-1.02140e-05,-3,-0.999997
-1.02120e-05,-3,-3
-1.02100e-05,-3,-3
-1.02080e-05,-0.999997,-3
-1.02060e-05,-3,-0.999997
-1.02040e-05,-0.999997,-3
-1.02020e-05,-0.999997,-0.999997
-1.02000e-05,-3,-3
-1.01980e-05,-3,-0.999997
-1.01960e-05,-3,-3
-1.01940e-05,-3,-3
-1.01920e-05,-3,-3
-1.01900e-05,-3,-3
-1.01880e-05,-3,-3
-1.01860e-05,-3,-0.999997
-1.01840e-05,-3,-3
-1.01820e-05,-3,-0.999997
-1.01800e-05,-3,-3
-1.01780e-05,-0.999997,-0.999997
-1.01760e-05,-0.999997,-3
-1.01740e-05,-3,-0.999997
-1.01720e-05,-3,-3
-1.01700e-05,-3,-3
-1.01680e-05,-3,-3
-1.01660e-05,-3,-3
-1.01640e-05,-3,-3
-1.01620e-05,-0.999997,-0.999997
-1.01600e-05,-0.999997,-3
-1.01580e-05,-0.999997,-0.999997
-1.01560e-05,-0.999997,-3
-1.01540e-05,-0.999997,-0.999997
-1.01520e-05,-3,-3
-1.01500e-05,-0.999997,-0.999997
-1.01480e-05,-0.999997,-3
-1.01460e-05,-3,-0.999997
-1.01440e-05,-0.999997,-3
-1.01420e-05,-0.999997,-0.999997
-1.01400e-05,-3,-3
-1.01380e-05,-3,-3
-1.01360e-05,-3,-3
-1.01340e-05,-3,-3
-1.01320e-05,-3,-3
-1.01300e-05,-3,-0.999997
-1.01280e-05,-3,-3
-1.01260e-05,-3,-0.999997
-1.01240e-05,-3,-3
-1.01220e-05,-3,-0.999997
-1.01200e-05,-3,-3
-1.01180e-05,-0.999997,-0.999997
-1.01160e-05,-0.999997,-3
-1.01140e-05,-3,-0.999997
-1.01120e-05,-3,-3
-1.01100e-05,-3,-3
-1.01080e-05,-3,-3
-1.01060e-05,-0.999997,-0.999997
-1.01040e-05,-3,-3
-1.01020e-05,-3,-3
-1.01000e-05,-3,-3
-1.00980e-05,-3,-0.999997
-1.00960e-05,-3,-3
-1.00940e-05,-3,-3
-1.00920e-05,-3,-3
-1.00900e-05,-3,-3
-1.00880e-05,-3,-3
-1.00860e-05,-0.999997,-0.999997
-1.00840e-05,-0.999997,-3
-1.00820e-05,-3,-0.999997
-1.00800e-05,-3,-3
-1.00780e-05,-3,-0.999997
-1.00760e-05,-3,-3
-1.00740e-05,-0.999997,-0.999997
-1.00720e-05,-3,-3
-1.00700e-05,-3,-3
-1.00680e-05,-3,-3
-1.00660e-05,-3,-3
-1.00640e-05,-3,-3
-1.00620e-05,-3,-3
-1.00600e-05,-3,-3
-1.00580e-05,-3,-3
-1.00560e-05,-3,-3
-1.00540e-05,-3,-0.999997
-1.00520e-05,-3,-3
-1.00500e-05,-3,-3
-1.00480e-05,-0.999997,-3
-1.00460e-05,-0.999997,-0.999997
-1.00440e-05,-0.999997,-0.999997
-1.00420e-05,-0.999997,-0.999997
-1.00400e-05,-0.999997,-0.999997
-1.00380e-05,-0.999997,-0.999997
-1.00360e-05,-0.999997,-3
-1.00340e-05,-3,-0.999997
-1.00320e-05,-3,-3
-1.00300e-05,-3,-3
-1.00280e-05,-3,-3
-1.00260e-05,-3,-0.999997
-1.00240e-05,-3,-3
-1.00220e-05,-3,-0.999997
-1.00200e-05,-3,-3
-1.00180e-05,-0.999997,-0.999997
-1.00160e-05,-3,-3
-1.00140e-05,-3,-3
-1.00120e-05,-0.999997,-3
-1.00100e-05,-3,-0.999997
-1.00080e-05,-0.999997,-0.999997
-1.00060e-05,-0.999997,-0.999997
-1.00040e-05,-3,-3
-1.00020e-05,-3,-0.999997
-1.00000e-05,-3,-3
-9.99800e-06,-3,-0.999997
-9.99600e-06,-3,-3
-9.99400e-06,-0.999997,-0.999997
-9.99200e-06,-3,-3
-9.99000e-06,-3,-0.999997
-9.98800e-06,-3,-3
-9.98600e-06,-3,-0.999997
-9.98400e-06,-0.999997,-3
-9.98200e-06,-0.999997,-0.999997
-9.98000e-06,-3,-3
-9.97800e-06,-3,-3
-9.97600e-06,-3,-3
-9.97400e-06,-3,-0.999997
-9.97200e-06,-3,-3
-9.97000e-06,-3,-3
-9.96800e-06,-3,-3
-9.96600e-06,-3,-3
-9.96400e-06,-3,-3
-9.96200e-06,-3,-3
-9.96000e-06,-3,-3
-9.95800e-06,-0.999997,-0.999997
-9.95600e-06,-3,-3
-9.95400e-06,-3,-0.999997
-9.95200e-06,-0.999997,-3
-9.95000e-06,-0.999997,-0.999997
-9.94800e-06,-3,-3
-9.94600e-06,-0.999997,-0.999997
-9.94400e-06,-0.999997,-0.999997
-9.94200e-06,-0.999997,-0.999997
-9.94000e-06,-0.999997,-3
-9.93800e-06,-0.999997,-0.999997
-9.93600e-06,-0.999997,-3
-9.93400e-06,-0.999997,-0.999997
-9.93200e-06,-0.999997,-3
-9.93000e-06,-0.999997,-0.999997
-9.92800e-06,-0.999997,-0.999997
-9.92600e-06,-0.999997,-0.999997
-9.92400e-06,-3,-3
-9.92200e-06,-3,-3
-9.92000e-06,-3,-3
-9.91800e-06,-3,-0.999997
-9.91600e-06,-0.999997,-0.999997
-9.91400e-06,-0.999997,-0.999997
-9.91200e-06,-3,-3
-9.91000e-06,-3,-0.999997
-9.90800e-06,-3,-3
-9.90600e-06,-0.999997,-0.999997
-9.90400e-06,-0.999997,-3
-9.90200e-06,-3,-0.999997
-9.90000e-06,-3,-3
-9.89800e-06,-3,-0.999997
-9.89600e-06,-3,-3
-9.89400e-06,-3,-0.999997
-9.89200e-06,-3,-3
-9.89000e-06,-3,-0.999997
-9.88800e-06,-3,-3
-9.88600e-06,-3,-0.999997
-9.88400e-06,-3,-3
-9.88200e-06,-3,-0.999997
-9.88000e-06,-3,-3
-9.87800e-06,-3,-3
-9.87600e-06,-0.999997,-3
-9.87400e-06,-3,-0.999997
-9.87200e-06,-3,-3
-9.87000e-06,-3,-3
-9.86800e-06,-3,-3
-9.86600e-06,-3,-3
-9.86400e-06,-0.999997,-3
-9.86200e-06,-3,-0.999997
-9.86000e-06,-3,-3
-9.85800e-06,-3,-3
-9.85600e-06,-3,-3
-9.85400e-06,-3,-0.999997
-9.85200e-06,-3,-3
-9.85000e-06,-3,-0.999997
-9.84800e-06,-3,-3
-9.84600e-06,-3,-0.999997
-9.84400e-06,-3,-3
-9.84200e-06,-0.999997,-0.999997
-9.84000e-06,-0.999997,-3
-9.83800e-06,-0.999997,-0.999997
-9.83600e-06,-3,-3
-9.83400e-06,-0.999997,-0.999997
-9.83200e-06,-0.999997,-3
-9.83000e-06,-3,-0.999997
-9.82800e-06,-3,-3
-9.82600e-06,-3,-0.999997
-9.82400e-06,-3,-3
-9.82200e-06,-3,-0.999997
-9.82000e-06,-3,-3
-9.81800e-06,-0.999997,-0.999997
-9.81600e-06,-0.999997,-3
-9.81400e-06,-3,-0.999997
-9.81200e-06,-3,-3
-9.81000e-06,-0.999997,-0.999997
-9.80800e-06,-0.999997,-3
-9.80600e-06,-3,-0.999997
-9.80400e-06,-3,-3
-9.80200e-06,-3,-3
-9.80000e-06,-0.999997,-0.999997
-9.79800e-06,-0.999997,-0.999997
-9.79600e-06,-0.999997,-0.999997
-9.79400e-06,-0.999997,-0.999997
-9.79200e-06,-0.999997,-3
-9.79000e-06,-0.999997,-0.999997
-9.78800e-06,-0.999997,-0.999997
-9.78600e-06,-0.999997,-0.999997
-9.78400e-06,-0.999997,-0.999997
-9.78200e-06,-0.999997,-0.999997
-9.78000e-06,-3,-3
-9.77800e-06,-3,-0.999997
-9.77600e-06,-3,-3
-9.77400e-06,-3,-0.999997
-9.77200e-06,-0.999997,-3
-9.77000e-06,-3,-0.999997
-9.76800e-06,-3,-3
-9.76600e-06,-3,-0.999997
-9.76400e-06,-3,-3
-9.76200e-06,-3,-0.999997
-9.76000e-06,-3,-3
-9.75800e-06,-3,-3
-9.75600e-06,-3,-3
-9.75400e-06,-3,-3
-9.75200e-06,-3,-3
-9.75000e-06,-3,-3
-9.74800e-06,-3,-3
-9.74600e-06,-3,-3
-9.74400e-06,-3,-3
-9.74200e-06,-0.999997,-0.999997
-9.74000e-06,-3,-3
-9.73800e-06,-3,-0.999997
-9.73600e-06,-3,-3
-9.73400e-06,-3,-0.999997
-9.73200e-06,-3,-3
-9.73000e-06,-3,-3
-9.72800e-06,-3,-3
-9.72600e-06,-0.999997,-0.999997
-9.72400e-06,-3,-3
-9.72200e-06,-3,-0.999997
-9.72000e-06,-0.999997,-3
-9.71800e-06,-0.999997,-0.999997
-9.71600e-06,-3,-3
-9.71400e-06,-3,-3
-9.71200e-06,-0.999997,-3
-9.71000e-06,-0.999997,-0.999997
-9.70800e-06,-3,-3
-9.70600e-06,-3,-0.999997
-9.70400e-06,-0.999997,-3
-9.70200e-06,-0.999997,-0.999997
-9.70000e-06,-0.999997,-3
-9.69800e-06,-0.999997,-0.999997
-9.69600e-06,-3,-3
-9.69400e-06,-3,-3
-9.69200e-06,-3,-3
-9.69000e-06,-3,-3
-9.68800e-06,-3,-3
-9.68600e-06,-3,-3
-9.68400e-06,-3,-3
-9.68200e-06,-3,-3
-9.68000e-06,-3,-3
-9.67800e-06,-3,-3
-9.67600e-06,-0.999997,-0.999997
-9.67400e-06,-0.999997,-0.999997
-9.67200e-06,-0.999997,-3
-9.67000e-06,-3,-0.999997
-9.66800e-06,-0.999997,-3
-9.66600e-06,-3,-0.999997
-9.66400e-06,-0.999997,-0.999997
-9.66200e-06,-0.999997,-0.999997
-9.66000e-06,-0.999997,-0.999997
-9.65800e-06,-0.999997,-0.999997
-9.65600e-06,-0.999997,-3
-9.65400e-06,-3,-0.999997
-9.65200e-06,-3,-3
-9.65000e-06,-0.999997,-0.999997
-9.64800e-06,-3,-3
-9.64600e-06,-3,-0.999997
-9.64400e-06,-3,-3
-9.64200e-06,-3,-0.999997
-9.64000e-06,-3,-3
-9.63800e-06,-3,-0.999997
-9.63600e-06,-3,-3
-9.63400e-06,-3,-0.999997
-9.63200e-06,-3,-3
-9.63000e-06,-3,-0.999997
-9.62800e-06,-3,-3
-9.62600e-06,-3,-0.999997
-9.62400e-06,-3,-3
-9.62200e-06,-3,-3
-9.62000e-06,-3,-3
-9.61800e-06,-3,-0.999997
-9.61600e-06,-0.999997,-3
-9.61400e-06,-0.999997,-0.999997
-9.61200e-06,-0.999997,-0.999997
-9.61000e-06,-0.999997,-0.999997
-9.60800e-06,-0.999997,-3
-9.60600e-06,-3,-0.999997
-9.60400e-06,-0.999997,-3
-9.60200e-06,-3,-0.999997
-9.60000e-06,-3,-3
-9.59800e-06,-3,-0.999997
-9.59600e-06,-0.999997,-0.999997
-9.59400e-06,-0.999997,-0.999997
-9.59200e-06,-0.999997,-3
-9.59000e-06,-3,-0.999997
-9.58800e-06,-3,-3
-9.58600e-06,-3,-3
-9.58400e-06,-3,-3
-9.58200e-06,-3,-3
-9.58000e-06,-3,-3
-9.57800e-06,-3,-3
-9.57600e-06,-3,-3
-9.57400e-06,-3,-3
-9.57200e-06,-3,-3
-9.57000e-06,-3,-0.999997
-9.56800e-06,-3,-3
-9.56600e-06,-3,-3
-9.56400e-06,-3,-3
-9.56200e-06,-0.999997,-0.999997
-9.56000e-06,-3,-3
-9.55800e-06,-3,-0.999997
-9.55600e-06,-3,-3
-9.55400e-06,-3,-3
-9.55200e-06,-3,-3
-9.55000e-06,-3,-3
-9.54800e-06,-3,-3
-9.54600e-06,-3,-3
-9.54400e-06,-3,-3
-9.54200e-06,-3,-3
-9.54000e-06,-3,-3
-9.53800e-06,-3,-3
-9.53600e-06,-3,-3
-9.53400e-06,-0.999997,-0.999997
-9.53200e-06,-0.999997,-0.999997
-9.53000e-06,-0.999997,-0.999997
-9.52800e-06,-3,-3
-9.52600e-06,-3,-0.999997
-9.52400e-06,-3,-3
-9.52200e-06,-0.999997,-0.999997
-9.52000e-06,-0.999997,-0.999997
-9.51800e-06,-0.999997,-0.999997
-9.51600e-06,-3,-3
-9.51400e-06,-3,-0.999997
-9.51200e-06,-3,-3
-9.51000e-06,-0.999997,-0.999997
-9.50800e-06,-3,-3
-9.50600e-06,-3,-3
-9.50400e-06,-0.999997,-3
-9.50200e-06,-0.999997,-0.999997
-9.50000e-06,-0.999997,-0.999997
-9.49800e-06,-0.999997,-0.999997
-9.49600e-06,-0.999997,-0.999997
-9.49400e-06,-0.999997,-0.999997
-9.49200e-06,-3,-3
-9.49000e-06,-3,-3
-9.48800e-06,-3,-3
-9.48600e-06,-3,-0.999997
-9.48400e-06,-3,-3
-9.48200e-06,-3,-0.999997
-9.48000e-06,-0.999997,-3
-9.47800e-06,-3,-0.999997
-9.47600e-06,-0.999997,-3
-9.47400e-06,-0.999997,-0.999997
-9.47200e-06,-3,-3
-9.47000e-06,-3,-0.999997
-9.46800e-06,-3,-3
-9.46600e-06,-3,-0.999997
-9.46400e-06,-0.999997,-3
-9.46200e-06,-3,-0.999997
-9.46000e-06,-3,-3
-9.45800e-06,-3,-0.999997
-9.45600e-06,-0.999997,-3
-9.45400e-06,-3,-0.999997
-9.45200e-06,-3,-3
-9.45000e-06,-3,-0.999997
-9.44800e-06,-3,-3
-9.44600e-06,-3,-0.999997
-9.44400e-06,-3,-3
-9.44200e-06,-3,-3
-9.44000e-06,-3,-3
-9.43800e-06,-3,-0.999997
-9.43600e-06,-3,-3
-9.43400e-06,-3,-3
-9.43200e-06,-0.999997,-0.999997
-9.43000e-06,-0.999997,-0.999997
-9.42800e-06,-0.999997,-3
-9.42600e-06,-0.999997,-0.999997
-9.42400e-06,-0.999997,-3
-9.42200e-06,-0.999997,-0.999997
-9.42000e-06,-3,-3
-9.41800e-06,-3,-0.999997
-9.41600e-06,-3,-3
-9.41400e-06,-3,-0.999997
-9.41200e-06,-3,-3
-9.41000e-06,-0.999997,-0.999997
-9.40800e-06,-0.999997,-3
-9.40600e-06,-0.999997,-0.999997
-9.40400e-06,-3,-3
-9.40200e-06,-3,-0.999997
-9.40000e-06,-0.999997,-3
-9.39800e-06,-3,-0.999997
-9.39600e-06,-0.999997,-3
-9.39400e-06,-3,-0.999997
-9.39200e-06,-3,-3
-9.39000e-06,-3,-0.999997
-9.38800e-06,-3,-3
-9.38600e-06,-0.999997,-0.999997
-9.38400e-06,-0.999997,-3
-9.38200e-06,-3,-0.999997
-9.38000e-06,-0.999997,-3
-9.37800e-06,-0.999997,-0.999997
-9.37600e-06,-0.999997,-3
-9.37400e-06,-3,-0.999997
-9.37200e-06,-3,-3
-9.37000e-06,-3,-3
-9.36800e-06,-3,-3
-9.36600e-06,-0.999997,-0.999997
-9.36400e-06,-0.999997,-3
-9.36200e-06,-0.999997,-0.999997
-9.36000e-06,-3,-3
-9.35800e-06,-3,-0.999997
-9.35600e-06,-3,-3
-9.35400e-06,-0.999997,-0.999997
-9.35200e-06,-0.999997,-3
-9.35000e-06,-3,-0.999997
-9.34800e-06,-3,-3
-9.34600e-06,-3,-3
-9.34400e-06,-3,-3
-9.34200e-06,-3,-3
-9.34000e-06,-3,-3
-9.33800e-06,-0.999997,-0.999997
-9.33600e-06,-0.999997,-3
-9.33400e-06,-0.999997,-0.999997
-9.33200e-06,-0.999997,-3
